ID,Title (EN),Title (JP),Component ID,Component Name,Previous ID,Artist name (EN),Artist name (JP),Description (EN),Description (JP),Contributors (EN),Contributors (JP),Creation Date,Color,Sound,"Run time
(HH:MM:SS)",Collection,Media Type,Media Format,Component Type,Relation,Film Process Type,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms of Governing Use,Housing Annotations,Item Annotations　,Condition Notes,Notes,"Date of Entry
(MM-DD-YYYY))",Cataloger
NA_5,My Life,マイ・ライフ,KN_071,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,玉・産院お向かえ、　みはと、　都美子、,１９９１.３.１９、　NO4、　１スタジオ　はだか、　病院タマジ、　アップ→都美子ベッド→みはと→終り、　５分、　NO5,Tape is in good condition,,,
NA_5,My Life,マイ・ライフ　素材,KN_072,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,玉’８１、運動会、ケンゴー玉入り,８１年運動会、玉＋ケンゴー運動会風景,Tape is in good condition,,,
NA_5,My Life,マイ・ライフ,KN_242,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KSP-30,,,60,NTSC,,,,,,,,,,,,,,,,,Tape appears to be in good condition but clear sticky shed smell and dust/particulate in container. ,,,
NA_5,My Life,マイ・ライフ,KN_098,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA-30,,,60,NTSC,,,,,,,,,,,,,,,母のそう式、マイ・ライフ素材,,Tape is in ok condition. Possible sticky shed ,,,
NA_5,My Life,マイ・ライフ,KN_093,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,BW,Sound Mono / モノ,,Nakajima,Video,U-matic ,,,,Master /　マスター,,,,KSP-60,,,60,NTSC,,,,,,,,,,,,,,,My Life Mother Master、CH-1　Mother Sound、CH-2　Tamaji sound、Dolby ib c type,マイ・ライフ母1976〜1992、マスター、CH−１母、CH-2玉路,Tape is in good condition. ,,,
NA_5,My Life,マイ・ライフ,KN_094,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,BW,Sound Mono / モノ,,Nakajima,Video,U-matic ,,,,Master /　マスター,,,,KSP-60,,,60,NTSC,,,,,,,,,,,,,,,マイ・ライフ、ムスメ編（左）,,Tape is in good condition. ,,,
NA_5,My Life,マイ・ライフ,KN_095,,,NAKAJIMA Ko,中嶋興氏,My Life / What is Photography No. 2,マイライフ｜写真とはなにか No.2,,,,,,,Nakajima,Video,U-matic ,,,,,,,,Victor KCA-30,,,60,NTSC,,,,,,,,,,,,,,,マイ・ライフ、ムスメ編（左）、マイライフ、MyLife、オリジナル,,Tape is in good condition. Record tab removed. ,,,
NA_5,My Life,マイ・ライフ,KN_096,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,Video,U-matic ,,,,,,,,Victor KCA-30,,,60,NTSC,,,,,,,,,,,,,,,マイ・ライフ、ムスメ素材、玉路・2才より〜、ギンザ個展に来たビル・ビオラと会場風景,,Tape is in ok condition. Possible sticky shed. Record tab removed. ,,,
NA_5,My Life,マイ・ライフ素材,KN_097,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,Video,U-matic ,,,,,,,,KCA60,,,60,NTSC,,,,,,,,,,,,,,,玉、顔のアップ、’82−’83、ケンゴー・ボーイスカウト、玉・ケンゴー新宿西口,タマの顔のアップ、92−83年、ボーイスカウトのころ、新宿西口コピー分,Tape is in good condition. In foam coated shell so possible micro-climate,,,
NA_5,My Life,マイ・ライフ　素材,KN_073,,,NAKAJIMA Ko,中嶋興氏,My Life,マイライフ,,,,,,,Nakajima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マイ・ライフ素材、母の葬式、骨ひろい、のこりのシーン、No2より（入り）,母葬式、骨あり、全員、終わりのシーン,,,,
NA_6,[Under the Bridge],[橋の下から],KN_100,,,NAKAJIMA Ko,中嶋興氏,Under the Bridge,橋の下から　大谷・伊藤・中島,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,橋の下から、大谷・伊藤・中島,,Tape is in good condition,,,
NA_6,Under the Bridge,橋の下から！！,KN_108,,,NAKAJIMA Ko,中嶋興氏,"Under the Bridge, complete version",橋の下から　完パケ,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCS20,,,20,NTSC,,,,,,,,,,,,,,,カンパチ分、橋の下から！！、ビデオ・アース作品,ビデオ・アース橋の下から、コピーしないでください,Tape is in good condition ,,,
NA_7,Cemetary and beggar,墓地と乞食,KN_107,,,NAKAJIMA Ko,中嶋興氏,"Cemetary and beggar, unpublished",『墓地と乞食』　橋の下からとセットの映像（未公開）,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,ボチとコジキ、中：みはと、ボチとコジキ、みはと撮影,みはと,Uneven wind. Reel is stored in a much larger case (audio?). Needs to be re-housed ,,,
NA_8,Shinkansen event,新幹線イベント,KN_111,,,NAKAJIMA Ko,中嶋興氏,"Shinkansen Researching Foods, complete version?",新幹線研究食　完パケ？,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA30,,,60,NTSC,,,,,,,,,,,,,,,新幹線イベント,新幹線イベント、写真学校時代,Tape is in good condition. Possible micro-climate due to padded housing. ,,,
NA_8,Shinkansen Researching Foods,新幹線研究食,KN_306,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony V-30H,,,30,NTSC,,,,,,,,,,,,,,,,,damage on head of tape and uneven wind. Stored in original sony video tape shell ,,,
NA_8,Shinkansen Researching Foods,新幹線研究食,KN_104,,,NAKAJIMA Ko,中嶋興氏,Shinkansen Researching Foods,新幹線研究食,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,V601,,,30,NTSC,,,,,,,,,,,,,,,新幹線研究食、素材　オープンリール,,"Tape is in good condition, uneven wind. Possible micro-climate from plastic shell. ",,,
NA_8,Shinkansen Researching Foods,新幹線研究食,KN_105,,,NAKAJIMA Ko,中嶋興氏,"Shinkansen Researching Foods, Yokohama to Nagoya",新幹線研究食　横浜▷名古屋間,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Fuji V601,,,30,NTSC,,,,,,,,,,,,,,,新幹線研究食、ヨコハマー＞名古屋間,50・7・13、新幹線新横浜ー名古屋No2,Tape is in good condition. Uneven wind. ,,,
NA_8,Shinkansen Researching Foods,新幹線研究食,KN_243,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA60,,,60,NTSC,,,,,,,,,,,,,,,,,White particulate visible on inside capstand. Clear sticky shed smell and dust inside container. Tape appears to be in good condition. ,,,
NA_8,Shinkansen Researching Foods,新幹線研究食素材,KN_109,,,NAKAJIMA Ko,中嶋興氏,Shinkansen Researching Foods,新幹線研究食,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS20,,,20,NTSC,,,,,,,,,,,,,,,新幹線研究食素材、名古屋駅,新幹線研究食素材、No.3 、名古屋駅,Tape has cracks around both hubs. Needs to be re-housed ,,,
NA_8,Shinkansen Researching Foods,新幹線研究食素材,KN_110,,,NAKAJIMA Ko,中嶋興氏,Shinkansen Researching Foods,新幹線研究食,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KCS20,,,20,NTSC,,,,,,,,,,,,,,,新幹線研究食素材、東京駅ー＞横浜間、1・26Open &三田ビデオルーム,新幹線研究食素材、新横浜ー＞東京、第一回目のリサーチ分,Tape has cracked around the hubs on both sides. Needs to be re-housed before playback. Record tab removed. ,,,
NA_9,What is Photography? ,写真とは何か？,KN_244,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA30,,,60,NTSC,,,,,,,,,,,,,,,,,"White particulate on captstands on tape path and clear sticky shed smell. Dust inside container. Tape condition seems good, though. ",,,
NA_9,What is Photogrpahy 1,写真とは何か１,KN_113,,,NAKAJIMA Ko,中嶋興氏,What is Photogrpahy 1,写真とは何か 1,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA30,,,60,NTSC,,,,,,,,,,,,,,,写真とは何か１,No.1、写真とは何か？、ストップ編１,Tape is in good condition. Possible micro-climate from padded housing ,,,
NA_9,What is Photogrpahy 2,写真とは何か２,KN_114,,,NAKAJIMA Ko,中嶋興氏,What is Photogrpahy 2,写真とは何か 2,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA30,,,60,NTSC,,,,,,,,,,,,,,,写真とは何か２,写真とは何か？、No.2、ライブ編２,Tape is in good condition. Possible micro-climate due to padded housing. ,,,
NA_9,What is Photogrpahy?,写真とは何か,KN_101,,,NAKAJIMA Ko,中嶋興氏,"What is Photography, edit material",写真とは何か　素材,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,写真とは何か、ビデオアースと、70年代、写真とは何か、,幻想の夜のイベント、写真とは何か、No3 49/5/31,Tape is in good condition,,,
NA_9,What is Photogrpahy?,写真とは何か,KN_102,,,NAKAJIMA Ko,中嶋興氏,"What is Photography, edit material",写真とは何か　素材,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,写真とは何にか？,,Tape is in good condition. ,,,
NA_9,What is Photogrpahy?,写真とは何か,KN_103,,,NAKAJIMA Ko,中嶋興氏,"What is Photography, edit material",写真とは何か　素材　幻想ゼミ　夜のイベント,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,写真とは何か,幻想の夜のイベント、写真とは何か,Tape is in good condition,,,
NA_9,What is Photogrpahy?,写真とは何か？,KN_106,,,NAKAJIMA Ko,中嶋興氏,What is Photogrpahy? Materials,写真とは何か　素材,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Fuji V600,,,60,NTSC,,,,,,,,,,,,,,,写真とは何か？,1時間60分、写真とは何か？、1972年作品、ビデオ・アースTokyo、NAKAJIMA Koと幻想ゼミ,"Tape is in good condition, uneven wind ",,,
NA_9,What is Photogrpahy?,写真とは何か,KN_112,,,NAKAJIMA Ko,中嶋興氏,What is Photogrpahy?,写真とは何か　,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA30,,,60,NTSC,,,,,,,,,,,,,,,写真とは何か,写真とは何か？、B-写真のみ,Tape in good condition. Padded case may mean higher likelyhood of sticky shed. ,,,
NA_10,Tantra,タントラ,KN_142,,,NAKAJIMA Ko,中嶋興氏,Tantora,タントラ,,,,,,,Nakajima,Video,"1"" Type C",,,,,,,,,,,[20],NTSC,,,,,,,,,,,,,,,TANTRA'84、ASAHI BROADCASTING CORPORATION,,Tape is in good condition. Fairly short amount on reel ,,,
NA_10,Tantra,タントラ,KN_148,,,NAKAJIMA Ko,中嶋興氏,"Osaka University Linx (CG Program), Tantora material, ABC",大阪大学　リンクス（CGプログラム）　タントラ素材　ABC,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,30,NTSC,,,,,,,,,,,,,,,阪大、ABC-TV、密教素材、リンクスCG素材すべて,,Tape is in good condition ,,,
NA_10,Tantra,,KN_162,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,マンダラ説明、タントラCG素材,,Tape is in good condition ,,,
NA_10,Tantra,,KN_168,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic ,,,,,,,,,,,60,NTSC,,,,,,,,,,,,,,,TANTORA'84、タントラ,TANTORA'84、BY NAKAJIMA Ko,Tape is in good condition ,,,
NA_10,Tantora CG material,タントラCG素材　阪大,KN_144,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材　阪大,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KCA-10B,,,60,NTSC,,,,,,,,,,,,,,,タントラ素材、密教'84、東洋現像にて、エトリック・ブディズム、中島興,,Tape is in good condition ,,,
NA_10,Tantra,タントラ,KN_225,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,15BRS,,,60,NTSC,,,,,,,,,,,,,,,,,Tape appears to be in good condition but sticky shed smell and dust in container. ,,,
NA_10,Tantra,タントラ,KN_228,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-30,,,60,NTSC,,,,,,,,,,,,,,,,,Tape has come off one of the hubs. Needs to be repaired before any playback can occur. Sticky shed smell as well and dust in container. Record tab removed. ,,,
NA_10,Tantra,タントラ,KN_152 ,,,NAKAJIMA Ko,中嶋興氏,"ABC buddhism, Tantora material",ABC 密教　タントラ素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS-20B,,,20,NTSC,,,,,,,,,,,,,,,タントラ、ABC・CG密教,タントラ素材、おもしろい素材,Tape is in good condition. Record tab removed ,,,
NA_10,Tantra,タントラ,KN_153,,,NAKAJIMA Ko,中嶋興氏,"Tantora material, Osaka University",タントラ素材　阪大,,,,,,,Nakajima,Video,U-matic,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,ABC・CG密教、阪大LINKS、オリジナルプリント,,Tape is in good condition. Record tab removed ,,,
NA_10,Tantra,タントラ素材,KN_154 ,,,NAKAJIMA Ko,中嶋興氏,Rangitoto,ランゲ・トートー,,,,,,,Nakajima,Video,U-matic,,,,,,,,Maxell,,,60,NTSC,,,,,,,,,,,,,,,タントラ素材、リンクス坂大CG、素材など,ABC・GC密教、阪大LINKS、オリジナルプリント、２０分,tape is in good condition but slight sticky shed smell ,,,
NA_10,Tantra,マンダラ説明,KN_158 ,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H520,,,20,NTSC,,,,,,,,,,,,,,,タントラCG素材、マンダラ説明No5,マンダラNo5,Good Condition but dirty housing,,,
NA_10,Tantra,タントラCG素材,KN_159,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KCS20,,,20,NTSC,,,,,,,,,,,,,,,タントラCG素材、ABC・CG密教,CG、ABC大阪、密教、カメラ素材、COPY、８４・０１・２５,Good condition but the housing is foam lined so likely sticky shed ,,,
NA_10,Tantra,タントラCG素材,KN_160,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji K566,,,20,NTSC,,,,,,,,,,,,,,,マンダラ説明、No.6〜END,マンダラ説明No.6〜END、K566 ,Good Condition ,,,
NA_10,Tantra,タントラCG素材,KN_161,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji 3208,,,20,NTSC,,,,,,,,,,,,,,,タントラCG素材、No.2、ABC・CG密教、阪大LINKS、オリジナルプリント,ABCCG・密教、No2、阪大LINKS、オリジナルプリント,Tape is in good condition ,,,
NA_10,Tantra,タントラ素材,KN_163,,,NAKAJIMA Ko,中嶋興氏,Tantora CG material,タントラCG素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS-20B,,,20,NTSC,,,,,,,,,,,,,,,タントラ素材、MIKIYO’84、タントラ素材、密教（阪大リンクス）,MIKIYO’84、大日（仏）なしの分、密教ビデオ,Tape is in good condition,,,
NA_10,Tantra,タントラ,KN_169,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,20,NTSC,,,,,,,,,,,,,,,"タントラ・８４”TANTRA""By NAKAJIMA Ko",TANTRA’８４、３Min、NTSC,Tape is in good condition. Slightly sticky shed smell,,,
NA_11,Mt. Fuji,富士山,KN_118,,,NAKAJIMA Ko,中嶋興氏,"Mt. Fuji, good picture quality",Mt. Fuji　画質良い,,,,,,,Nakajima,Video,"1"" Type C",,,,,,,,FujiH261,,,,NTSC,,,,,,,,,,,,,,,富士山１インチ,,Tape appears to be in good condition ,,,
NA_11,Mt. Fuji,富士山,KN_134,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,Beta,,,,,,,,K401PE,,,40,NTSC,,,,,,,,,,,,,,,MT.Fuji、BY NAKAJIMA Ko,,Tape is in good condition. ,,,
NA_11,Mt. Fuji,富士山,KN_126,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,Color,Sound Mono / モノ,,Nakajima,Video,Digital Betacam,,,,,,,,Sony,,,64,NTSC,,,,,,,,,,,,,,,MT. FUJI、NAKAJIMA Ko、COLOR VIDEO、AUDIO CH1+CH2,,Good condition,Tape is in good condition ,,
NA_11,Mt. Fuji,富士山,KN_119,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60B,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI素材、富士山CGのみ素材,,Tape is in good condition. Record tab removed. ,,,
NA_11,Mt. Fuji,富士山,KN_122,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60KB,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI NO.3（アベカス入力）、炎のカット,,Tape appears to be in good condition. Smells like sticky shed may be present ,,,
NA_11,Mt. Fuji,富士山,KN_123,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60KG,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI NO.2（アベカス入力）、アベカスが生きている編,,Tape appears to be in good condition ,,,
NA_11,Mt. Fuji,富士山,KN_127,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60K,,,60,NTSC,,,,,,,,,,,,,,,Mt. Fuji、DAI 1 SHO、HI・RAN,,Tape is in good condition ,,,
NA_11,Mt. Fuji,富士山,KN_128,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60KG,,,60,NTSC,,,,,,,,,,,,,,,1. MT.FUJI NO.1（アベカス入力）、2. 炎のカット入り→アベカスで炎の円が上って行くシーン,,Tape appears to be in good condition ,,,
NA_11,Mt. Fuji,富士山,KN_129,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,00:06:00,Nakajima,Video,U-matic,,,,,,,,KCS-20,,,20,PAL,,,,,,,,,,,,,,,MT. FUJI 10分PAL、MT.FUJI、6mit、PAL,,Container is dirct but tape appears to be in good condition,,,
NA_11,Mt. Fuji,富士山,KN_131,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,FujiH520,,,60,NTSC,,,,,,,,,,,,,,,MT. FUJI 秘乱、Mt. Fuji、DAI 1 SHO、HI・RAN,,Tape is in good condition. Case is somewhat dirty. ,,,
NA_11,Mt. Fuji,富士山,KN_133,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-15BRS,,,60,NTSC,,,,,,,,,,,,,,,MT. FUJI 10分,,Tape is in good condition. Case if fairly dirty. ,,,
NA_11,Mt. Fuji,富士山,KN_135,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,00:20:00,Nakajima,Video,U-matic,,,,,,,,,,,60,PAL,,,,,,,,,,,,,,,MT.Fuji、フランスPAL,,Tape is in good condition. ,,,
NA_11,Mt. Fuji,富士山,KN_136,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI、5分　10分,,Tape is in good condition ,sent to Siggraph 85,,
NA_11,Mt. Fuji,,KN_132,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI、5分　10分、Mt.Fuji、5Min + 10Min、BY NAKAJIMA Ko,,Tape is in poor condition. Severe degredation ,,,
NA_11,Mt. Fuji,,KN_137,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,00:45:00,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,60,NTSC,,,,,,,,,,,,,,,Mt. Fuji、DAI 1 SHO、HI・RAN,,Tape is in good condition. Foam housing so likely sticky shed ,,,
NA_11,Mt. Fuji ,,KN_139,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,60,NTSC,,,,,,,,,,,,,,,MT. FUJI 20Min、カンパケ分,,Tape is in good condition. Case is fairly dirty and may need to be cleaned ,,,
NA_11,"Mt. Fuji, edit material",Mt. Fuji 素材,KN_140,,,NAKAJIMA Ko,中嶋興氏,"Mt. Fuji, edit material",Mt. Fuji 素材,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-10B,,,60,NTSC,,,,,,,,,,,,,,,第１回テスト版、富士山、テスト用、NAKAJIMA Ko、富士山素材,,Tape is in good condition ,,,
NA_11,"Mt. Fuji, Interview, Multi-screen",Mt. Fuji　インタヴュー　マルチスクリーン,KN_138,,,NAKAJIMA Ko,中嶋興氏,"Mt. Fuji, Interview, Multi-screen",Mt. Fuji　インタヴュー　マルチスクリーン,,,,,,,Nakajima,Video,U-matic,,,,,,,,,,,60,NTSC,,,,,,,,,,,,,,,MT.FUJI、エフェクト、マルチ・スクリーン用、中島興、Mt.FUJI、マルチ画面、インタビュー、X、Yではない,,Tape is in good condition. ,,,
NA_11,"Mt. Fuji, original, picture quality good",Mt. Fuji 原版　画質良い,KN_141,,,NAKAJIMA Ko,中嶋興氏,"Mt. Fuji, original, picture quality good",Mt. Fuji 原版　画質良い,,,,,,,Nakajima,Video,"1"" Type C",,,,,,,,H261E,,,[60],NTSC,,,,,,,,,,,,,,,完成原版、日立ビデオセンター、アベカス、テープNo.3、番組名、MT. FUJIベルギー、インスタレーション、アベカスIN、小川、カラバー火、ナイヤガラ、VTR No.4-3、録画日、１年9月9月,,"Tape is near 100"" Capcity on reel",,,
NA_11,"Mt. Fuji, Short version",Mt. Fuji（ショート）,KN_130,,,NAKAJIMA Ko,中嶋興氏,"Mt. Fuji, Short version",Mt. Fuji（ショート）,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS-20KB,,,20,NTSC,,,,,,,,,,,,,,,MT. FUJIショート,,"Tape is in good condition, but case is fairly dirty ",,,
NA_11,Mont Fuji,富士山,KN_240,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,Sony BCT-30MA,,,30,NTSC,,,,,,,,,,,,,,,,,Tape is in good condtion,,,
NA_11,Mont Fuji,富士山,KN_223,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCS-20,,,20,NTSC,,,,,,,,,,,,,,,,,"Tape looks good, slight sticky shed smell. Dirty housing",,,
NA_11,Mont Fuji,富士山,KN_226,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji KCA-30,,,30,NTSC,,,,,,,,,,,,,,,,,"Tape looks good, but very minor sticky shed smell. Dirty housing.",,,
NA_11,Mont Fuji,富士山,KN_227,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-60K,,,60,NTSC,,,,,,,,,,,,,,,,,Tape appears to be in good condition but sticky shed smell and dust in container. ,,,
NA_11,Mont Fuji,富士山,KN_229,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KCA-10BRS,,,10,NTSC,,,,,,,,,,,,,,,,,Tape is in good condtion.,,,
NA_11,Mont Fuji,富士山,KN_230,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA60,,,60,NTSC,,,,,,,,,,,,,,,,,Some damage visible on tape. Sticky shed smell and dust in contair. Plastic guard inside tape path is also coming loose/unmoored. ,,,
NA_11,Mont Fuji,富士山,KN_231,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Fuji H521,,,60,NTSC,,,,,,,,,,,,,,,,,Tape is in good condition,,,
NA_11,Mt. Fuji,富士山,KN_115,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,00:20:00,Nakajima,Video,U-matic,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,Mt. Fuji 20分、Mt. Fuji　’８６、富士山、NTSC,Mt. Fuji　２０Min　NTSC、Stereo,Tape is in good condition ,,,
NA_11,Mt. Fuji,富士山,KN_116,,,NAKAJIMA Ko,中嶋興氏,Mt. Fuji,Mt. Fuji,,,,,,,Nakajima,Video,VHS,,,,,,,,TDKHS120,,,120,NTSC,,,,,,,,,,,,,,,Mt. Fuji２０分,Mt. Fuji,Good condition ,,,
NA_12,Dolmen,ドルメン,KN_117,,,NAKAJIMA Ko,中嶋興氏,Dolmen,ドルメン,,,,,,00:20:00,Nakajima,Video,U-matic,,,,,,,,KC-20KB,,,20,NTSC,,,,,,,,,,,,,,,ドルメン,,"Dirty inside case, otherwise tape appears to be in good condition ",,,
NA_12,Dolmen,ドルメン,KN_121,,,NAKAJIMA Ko,中嶋興氏,Dolmen,ドルメン,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCA-30KB,,,60,NTSC,,,,,,,,,,,,,,,ドルメン、DOLMEN BY NAKAJIMA Ko、TOKYO JAPAN、1987,,"Tape is in good condition. However, the container is dirty. ",,,
NA_12,Dolmen,ドルメン,KN_125,,,NAKAJIMA Ko,中嶋興氏,Domen,ドルメン,,,,,,00:31:00,Nakajima,Video,U-matic,,,,,,,,KCA-60BRK,,,60,PAL,,,,,,,,,,,,,,,ドルメンPHL,,Container is dirty but tape appears to be in good condition ,,,
NA_12,"Dolmen, short version",ドルメン（ショート・バージョン）,KN_124,,,NAKAJIMA Ko,中嶋興氏,"Dolmen, short version",ドルメン（ショート・バージョン）,,,,,,,Nakajima,Video,U-matic,,,,,,,,Maxell KCA-30,,,60,NTSC,,,,,,,,,,,,,,,シンポ３、DOLMAN、ドルメンショートバージョン,,Container is fairly dirty and particulate seems to be in the tape housing. Should be cleaned. Damage visible on tape path,,,
NA_12,Dolmen,ドルメン,KN_224,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCS20,,,20,NTSC,,,,,,,,,,,,,,,,,Tape appears to be in good condition but sticky shed smell and dust in container. ,,,
